Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Season
1,Tom Barrasso,22,BUF,54,,25,18,8,173,1658,1485,0.896,3.32,2,11,3129,,,,87,26.23,0,1,1,50,1987
16,Doug Favell,26,PHI,54,,18,25,9,140,1655,1515,0.915,2.81,5,9.1,2985,,,,87,21.2,0,1,1,32,1971
42,Gilles Meloche,29,MNS,54,,27,20,5,160,1556,1396,0.897,3.06,1,10.2,3134,,,,88,22.83,0,1,1,4,1979
49,Roberto Luongo,29,VAN,54,53,33,13,7,124,1542,1418,0.92,2.34,9,11.1,3181,32,0.604,7,88,17.11,0,1,1,4,2008
48,Pascal Leclaire,25,CBJ,54,52,24,17,6,112,1379,1267,0.919,2.25,9,10.1,2986,30,0.577,6,89,13.27,0,2,2,2,2007
3,Tom Barrasso,19,BUF,54,,25,18,10,144,1279,1135,0.887,2.67,5,8.1,3236,,,,90,16.31,0,6,6,41,1984
61,Petr Mrazek,23,DET,54,49,27,16,6,115,1448,1333,0.921,2.33,4,9.5,2961,31,0.633,5,93,8.29,0,2,2,2,2015
78,Tuukka Rask,30,BOS,54,53,34,14,5,125,1513,1388,0.917,2.36,3,9.3,3173,30,0.566,6,94,7.79,0,2,2,4,2017
21,Gilles Gilbert,24,BOS,54,,34,12,8,158,1602,1444,0.901,2.96,6,9.8,3207,,,,95,8.63,0,1,1,9,1973
45,Olaf Kolzig,36,WSH,54,,22,24,6,159,1771,1612,0.91,3,1,11.8,3184,,,,95,8.82,0,3,3,10,2006
25,Devan Dubnyk,32,MIN,54,53,26,21,5,134,1531,1397,0.912,2.58,1,9.2,3120,31,0.585,10,96,5.64,0,1,1,2,2018
31,Clint Malarchuk,25,QUE,54,,18,26,9,175,1511,1336,0.884,3.4,1,8.8,3084,,,,96,6.59,0,2,2,37,1986
28,Clint Malarchuk,26,WSH,54,,24,20,4,154,1340,1186,0.885,3.16,4,7.8,2924,,,,96,7.02,0,2,2,10,1987
57,Steve Mason,27,PHI,54,53,23,19,10,132,1602,1470,0.918,2.51,4,10,3150,28,0.528,5,97,4.4,0,0,0,2,2015
8,Sergei Bobrovsky,22,PHI,54,52,28,13,8,130,1527,1397,0.915,2.59,0,9.4,3017,34,0.654,6,98,3.03,0,2,2,2,2010
30,Ron Hextall,28,QUE,54,,29,16,5,172,1529,1357,0.888,3.45,0,8.4,2988,,,,98,3.97,0,2,2,56,1992
46,Steve Penney,23,MTL,54,,26,18,8,167,1345,1178,0.876,3.09,1,7.3,3244,,,,99,1.58,0,1,1,8,1984
1,Tom Barrasso,23,TOT,54,,20,22,7,207,1730,1523,0.88,4.21,0,9.4,2952,,,,99,1.63,0,8,8,70,1988
78,Dwayne Roloson,41,TOT,54,54,24,25,5,138,1596,1458,0.914,2.59,4,9.6,3199,30,0.556,8,99,1.04,0,2,2,8,2010
44,Kirk McLean,26,VAN,54,,28,21,5,184,1615,1431,0.886,3.39,3,8.7,3261,,,,99,1.86,0,1,1,16,1992
2,Frederik Andersen,25,ANA,54,53,35,12,5,123,1436,1313,0.914,2.38,3,8.6,3106,32,0.604,9,100,-0.43,0,3,3,4,2014
63,Chris Terreri,27,NJD,54,,22,22,10,169,1511,1342,0.888,3.18,1,8.1,3186,,,,100,0,0,1,1,13,1991
64,Ryan Miller,36,VAN,54,54,18,29,6,150,1737,1587,0.914,2.8,3,10.3,3212,26,0.481,7,100,0.32,0,1,1,22,2016
9,Martin Biron,25,BUF,54,,17,28,6,135,1468,1333,0.908,2.56,4,8.8,3170,,,,101,-1.17,0,1,1,12,2002
30,Gilles Meloche,27,CLE,54,,16,27,8,194,1726,1532,0.888,3.76,1,6.2,3095,,,,101,-2.16,0,0,0,4,1977
34,Michel Plasse,28,CLR,54,,12,29,9,190,1714,1524,0.889,3.82,0,5.9,2982,,,,101,-2.55,0,1,1,0,1976
11,Jiri Crha,30,TOR,54,,20,20,11,211,1684,1473,0.875,4.08,0,7.3,3105,,,,101,-2.44,0,1,1,8,1980
83,Roman Turek,30,STL,54,,24,18,10,123,1248,1125,0.901,2.27,6,7.4,3232,,,,102,-2.27,0,1,1,6,2000
56,Bob Sauve,27,BUF,54,,25,20,7,179,1390,1211,0.871,3.46,1,9.8,3106,,,,103,-5.84,0,2,2,8,1982
33,Gary Smith,24,OAK,54,,22,21,7,148,1559,1411,0.905,2.96,4,8.2,3000,,,,103,-4.97,0,2,2,7,1968
2,Don Beaupre,30,WSH,54,,29,17,6,166,1435,1269,0.884,3.2,1,7.2,3108,,,,103,-5.5,0,0,0,30,1991
17,John Garrett,29,HAR,54,,15,27,12,241,1876,1635,0.872,4.6,0,5.4,3144,,,,104,-8.66,0,1,1,2,1980
37,Jaroslav Halak,32,NYI,54,49,20,26,6,161,1744,1583,0.908,3.19,1,8.9,3024,22,0.449,8,105,-7.93,0,0,0,4,2017
3,Les Binkley,33,PIT,54,,20,24,10,150,1585,1435,0.905,2.87,6,8.0,3139,,,,105,-6.61,0,0,0,0,1967
42,Braden Holtby,28,WSH,54,54,34,16,4,153,1648,1495,0.907,2.99,0,8.3,3068,30,0.556,9,106,-8.36,0,0,0,2,2017
70,Mike Vernon,27,CGY,54,,31,19,3,172,1406,1234,0.878,3.31,1,6.8,3121,,,,107,-11.74,0,4,4,8,1990
33,Guy Hebert,34,TOT,54,,17,30,5,157,1521,1364,0.897,3.19,2,8.3,2950,,,,107,-9.86,0,0,0,0,2000
25,Ron Low,26,WSH,54,,16,27,5,188,1578,1390,0.881,3.88,0,5.5,2910,,,,109,-15.42,0,0,0,4,1976
16,Mario Gosselin,24,QUE,54,,20,28,4,189,1422,1233,0.867,3.79,2,6.3,2996,,,,111,-18.12,0,0,0,8,1987
58,Steve Mason,22,CBJ,54,53,24,21,7,153,1541,1388,0.901,3.03,3,7,3027,25,0.472,14,114,-18.75,0,1,1,2,2010
41,Greg Millen,27,TOT,54,,18,29,7,222,1558,1336,0.858,4.09,1,6.4,3256,,,,114,-26.72,0,0,0,4,1984
44,Olaf Kolzig,37,WSH,54,52,25,21,6,153,1423,1270,0.892,2.91,1,6,3154,23,0.442,11,118,-23.73,0,2,2,8,2007
88,Marty Turco,27,DAL,55,,31,10,10,92,1359,1267,0.932,1.73,7,11.9,3203,,,,74,31.89,0,3,3,16,2002
9,Jon Casey,26,MNS,55,,18,17,12,151,1509,1358,0.9,3.06,1,10.5,2961,,,,83,30.98,0,1,1,10,1988
6,Jonathan Bernier,25,TOR,55,49,26,19,7,139,1788,1649,0.922,2.7,1,12.6,3084,30,0.612,5,90,15.07,0,1,1,4,2013
15,Bob Essensa,26,WIN,55,,19,24,6,153,1496,1343,0.898,3.15,4,9.7,2916,,,,90,17.52,0,3,3,6,1990
4,Martin Biron,31,PHI,55,53,29,19,5,146,1718,1572,0.915,2.76,2,11.5,3177,29,0.547,7,93,11.21,0,4,4,0,2008
50,Roberto Luongo,32,VAN,55,54,31,14,8,127,1577,1450,0.919,2.41,5,10.7,3162,32,0.593,7,93,9.35,0,1,1,4,2011
19,Corey Crawford,32,CHI,55,55,32,18,4,138,1691,1553,0.918,2.55,2,11,3247,29,0.527,7,94,8.34,0,1,1,2,2016
85,Mike Smith,35,CGY,55,55,25,22,6,141,1686,1545,0.916,2.65,3,10.2,3191,32,0.582,9,95,6.98,0,2,2,8,2017
9,Jon Casey,28,MNS,55,,21,20,11,158,1450,1292,0.891,2.98,3,8.6,3185,,,,96,7.27,0,2,2,22,1990
59,Mike Vernon,23,CGY,55,,30,22,1,182,1562,1380,0.883,3.62,1,9,3014,,,,97,5.72,0,2,2,14,1986
35,Jean-Sebastien Giguere,26,MDA,55,,17,31,6,140,1623,1483,0.914,2.62,3,10.5,3210,,,,97,4.54,0,2,2,4,2003
85,Mike Smith,34,ARI,55,55,19,26,9,156,1819,1663,0.914,2.92,3,10.9,3202,27,0.491,7,99,1.42,0,0,0,14,2016
27,Marc-Andre Fleury,34,VEG,55,55,31,19,5,140,1548,1408,0.91,2.56,7,8.8,3276,30,0.545,7,99,1.19,0,2,2,4,2018
8,Gerry Desjardins,31,BUF,55,,29,15,11,161,1463,1302,0.89,2.95,2,10.9,3275,,,,100,0.09,0,1,1,2,1975
38,Greg Millen,24,HAR,55,,11,30,12,229,1797,1568,0.873,4.3,0,7.4,3194,,,,100,-0.62,0,4,4,2,1981
35,Michel Plasse,27,PIT,55,,24,19,10,178,1617,1439,0.89,3.46,2,8.1,3090,,,,100,0.05,0,2,2,18,1975
46,Andy Moog,33,DAL,55,,24,20,7,170,1604,1434,0.894,3.27,2,8.5,3121,,,,101,-1.7,0,1,1,16,1993
45,Nikolai Khabibulin,31,TBL,55,,28,19,7,127,1414,1287,0.91,2.33,3,8.5,3274,,,,101,-1.07,0,2,2,12,2003
14,Gilles Gilbert,26,BOS,55,,33,8,10,151,1347,1196,0.888,2.9,3,10.6,3121,,,,102,-2.68,0,0,0,18,1975
62,Fredrik Norrena,33,CBJ,55,,24,23,3,137,1420,1283,0.904,2.79,3,8.4,2952,,,,102,-2.44,0,0,0,6,2006
70,Mike Richter,35,NYR,55,,24,26,4,157,1675,1518,0.906,2.95,2,10,3195,,,,102,-2.48,0,0,0,4,2001
23,Brian Elliott,24,OTT,55,47,29,18,4,130,1424,1294,0.909,2.57,5,8.1,3038,25,0.532,9,103,-3.65,0,1,1,0,2009
62,Evgeni Nabokov,27,SJS,55,,19,28,8,146,1561,1415,0.906,2.71,3,9.1,3227,,,,103,-3.7,0,0,0,10,2002
39,Trevor Kidd,24,CGY,55,,21,23,6,141,1416,1275,0.9,2.84,4,7.1,2979,,,,105,-6.09,0,2,2,16,1996
45,Andy Moog,32,BOS,55,,37,14,3,168,1357,1189,0.876,3.16,3,6.2,3194,,,,108,-11.83,0,1,1,14,1992
31,Ron Hextall,32,PHI,55,,31,16,5,132,1285,1153,0.897,2.56,5,6.1,3094,,,,108,-9.57,0,0,0,43,1996
52,Bob Sauve,26,TOT,55,,17,26,9,200,1399,1199,0.857,3.85,0,8.9,3120,,,,112,-22.2,0,0,0,2,1981
42,Curtis Joseph,39,PHX,55,,18,31,2,159,1481,1322,0.893,3.19,4,7,2993,,,,113,-18.66,0,0,0,10,2006
14,Mike Condon,25,MTL,55,51,21,25,6,141,1458,1317,0.903,2.71,1,6.6,3123,24,0.471,9,114,-16.86,0,0,0,0,2015
49,Bill Ranford,30,TOT,55,,20,23,10,171,1514,1343,0.887,3.25,2,5.6,3157,,,,119,-26.75,0,1,1,7,1996
22,Brian Elliott,25,TOT,55,51,15,27,9,166,1551,1385,0.893,3.34,3,5.6,2983,17,0.333,15,123,-30.88,0,0,0,0,2010
8,Ken Dryden,29,MTL,56,,41,6,8,117,1457,1340,0.92,2.14,10,14.3,3275,,,,73,42.35,0,2,2,0,1976
17,Tony Esposito,29,CBH,56,,32,17,7,140,1680,1540,0.917,2.52,4,12.6,3334,,,,80,34.8,0,2,2,0,1972
46,Daren Puppa,24,BUF,56,,31,16,6,156,1610,1454,0.903,2.89,1,11.4,3241,,,,82,35.37,0,4,4,4,1989
12,Ken Dryden,27,MTL,56,,30,9,16,149,1590,1441,0.906,2.7,4,12.2,3315,,,,85,25.42,0,3,3,2,1974
32,Jean-Sebastien Giguere,29,ANA,56,,36,10,8,122,1490,1368,0.918,2.26,4,11.2,3245,,,,86,19.19,0,2,2,0,2006
1,Murray Bannerman,26,CBH,56,,23,29,4,188,1664,1476,0.887,3.39,2,10.6,3326,,,,89,22.96,0,4,4,17,1983
33,Reggie Lemelin,30,CGY,56,,30,12,10,183,1635,1452,0.888,3.47,1,10.4,3166,,,,89,21.93,0,0,0,4,1984
28,Jeff Hackett,31,MTL,56,,23,25,7,132,1543,1411,0.914,2.4,3,11.1,3301,,,,89,15.52,0,0,0,4,1999
36,Dominik Hasek,42,DET,56,,38,11,6,114,1309,1195,0.913,2.05,8,9.1,3341,,,,92,10.04,0,2,2,20,2006
58,John Vanbiesbrouck,24,NYR,56,,27,22,7,187,1700,1513,0.89,3.38,2,10.5,3315,,,,92,17.28,0,5,5,46,1987
19,Denis Herron,26,PIT,56,,22,19,12,180,1667,1487,0.892,3.37,0,9.1,3203,,,,92,15.76,0,2,2,18,1978
58,Roberto Luongo,34,TOT,56,56,25,23,7,129,1589,1460,0.919,2.4,4,10.6,3222,29,0.518,4,94,7.92,0,0,0,2,2013
48,Bill Ranford,23,EDM,56,,24,16,9,165,1463,1298,0.887,3.19,1,8.6,3107,,,,95,8.9,0,2,2,18,1989
10,Jacques Plante,34,MTL,56,,22,14,19,138,1566,1428,0.912,2.49,5,11.4,3320,,,,96,6.30,0,1,1,2,1962
83,Cam Talbot,28,EDM,56,53,21,27,5,137,1648,1511,0.917,2.55,3,10.1,3223,26,0.491,4,98,3.31,0,1,1,0,2015
60,John Vanbiesbrouck,25,NYR,56,,28,21,4,197,1666,1469,0.882,3.69,0,9.2,3207,,,,98,3.91,0,5,5,30,1988
3,Daniel Berthiaume,22,WIN,56,,22,19,7,176,1489,1313,0.882,3.52,2,8.3,3004,,,,98,2.93,0,2,2,12,1987
68,Ron Tugnutt,23,QUE,56,,12,29,10,212,1851,1639,0.885,4.05,0,10.1,3144,,,,100,-1.02,0,0,0,0,1990
33,Peter Ing,21,TOR,56,,16,29,8,200,1716,1516,0.883,3.84,1,9.1,3126,,,,102,-4.41,0,0,0,6,1990
64,Wayne Stephenson,35,WSH,56,,18,24,10,187,1554,1367,0.88,3.58,0,8.1,3138,,,,102,-4.4,0,1,1,20,1979
62,Ken Wregget,22,TOR,56,,22,28,3,200,1594,1394,0.875,3.97,0,8,3026,,,,104,-8.43,0,4,4,20,1986
55,Felix Potvin,28,TOT,56,,17,27,10,153,1538,1385,0.901,2.78,1,8.7,3239,,,,104,-5.95,0,2,2,4,1999
82,Kevin Weekes,24,TOT,56,,16,27,8,162,1634,1472,0.901,3.29,2,9.3,3013,,,,104,-5.78,0,1,1,0,1999
20,Ed Giacomin,34,NYR,56,,30,15,10,168,1531,1363,0.89,3.07,5,9.4,3281,,,,105,-8.75,0,1,1,4,1973
38,Connor Hellebuyck,23,WPG,56,53,26,19,4,146,1572,1426,0.907,2.89,4,8.1,3034,25,0.472,9,107,-9.96,0,0,0,0,2016
62,Ken Wregget,23,TOR,56,,12,35,4,222,1712,1490,0.87,4.45,2,8,2993,,,,108,-16.28,0,5,5,40,1987
27,Gilles Meloche,21,CGS,56,,16,25,13,173,1623,1450,0.893,3.33,4,7,3118,,,,109,-14.92,0,2,2,6,1971
9,Peter Budaj,26,COL,56,55,20,29,5,154,1531,1377,0.899,2.86,2,7.6,3232,27,0.491,14,110,-13.9,0,1,1,0,2008
7,John Davidson,22,NYR,56,,22,28,5,212,1757,1545,0.879,3.97,3,6.1,3200,,,,110,-18.54,0,2,2,8,1975
10,Martin Brodeur,38,NJD,56,54,23,26,3,127,1313,1186,0.903,2.45,6,6.3,3116,28,0.519,9,111,-12.62,0,2,2,2,2010
83,Tim Thomas,36,BOS,57,55,35,11,9,112,1811,1699,0.938,2,9,16.2,3364,41,0.745,3,71,45.77,0,3,3,13,2010
74,John Vanbiesbrouck,30,FLA,57,,21,25,11,145,1912,1767,0.924,2.53,1,15.2,3440,,,,72,55.62,0,0,0,38,1993
49,Daren Puppa,30,TBL,57,,29,16,9,131,1605,1474,0.918,2.46,5,11.6,3189,,,,80,32.03,0,1,1,4,1995
73,Andrew Raycroft,23,BOS,57,,29,18,9,117,1586,1469,0.926,2.05,3,12.6,3420,,,,83,24.24,0,2,2,0,2003
10,Jacques Plante,29,MTL,57,,34,14,8,119,1561,1442,0.924,2.11,9,13.2,3386,,,,83,23.63,0,0,0,13,1957
11,Tony Esposito,27,CBH,57,,35,14,7,126,1554,1428,0.919,2.27,6,13.2,3323,,,,84,24.36,0,1,1,4,1970
71,John Vanbiesbrouck,33,FLA,57,,27,19,10,128,1582,1454,0.919,2.29,2,10.8,3347,,,,85,22.72,0,2,2,8,1996
81,Tim Thomas,33,BOS,57,55,28,19,6,136,1731,1595,0.921,2.44,3,13.2,3342,38,0.691,5,86,21.25,0,0,0,2,2007
23,Gary Inness,25,PIT,57,,24,18,10,161,1696,1535,0.905,3.1,2,9.7,3116,,,,87,25.05,0,2,2,2,1974
15,Corey Crawford,30,CHI,57,57,32,20,5,126,1661,1535,0.924,2.27,2,11.9,3333,38,0.667,4,89,15.77,0,1,1,8,2014
86,Tomas Vokoun,34,FLA,57,57,22,28,5,137,1753,1616,0.922,2.55,6,12.3,3224,31,0.544,8,90,15.71,0,1,1,2,2010
52,Chris Mason,32,STL,57,51,27,21,7,129,1544,1415,0.916,2.41,6,10.6,3215,31,0.608,8,91,12.29,0,1,1,0,2008
49,Pat Riggin,25,WSH,57,,28,20,7,168,1472,1304,0.886,2.98,2,9.1,3378,,,,91,16.5,0,1,1,2,1984
88,Semyon Varlamov,26,COL,57,57,28,20,8,141,1791,1650,0.921,2.56,5,12.2,3307,33,0.579,6,92,11.87,0,0,0,4,2014
37,Jimmy Howard,27,DET,57,57,35,17,4,119,1496,1377,0.92,2.12,6,10.3,3360,35,0.614,8,92,10.35,0,1,1,6,2011
8,Dan Bouchard,33,QUE,57,,29,18,8,180,1522,1342,0.882,3.21,1,9.1,3368,,,,93,12.96,0,3,3,19,1983
17,Corey Crawford,26,CHI,57,55,33,18,6,128,1545,1417,0.917,2.3,4,10,3337,34,0.618,6,95,6.59,0,1,1,2,2010
72,John Vanbiesbrouck,32,FLA,57,,26,20,7,142,1473,1331,0.904,2.68,2,8.6,3178,,,,95,7.63,0,2,2,10,1995
27,Martin Gerber,33,OTT,57,55,30,18,4,145,1619,1474,0.91,2.72,2,10.3,3197,27,0.491,11,99,2.07,0,2,2,6,2007
34,Mike Liut,30,HAR,57,,27,23,4,197,1569,1372,0.874,3.61,2,8.3,3278,,,,100,0.47,0,2,2,0,1985
26,Glen Hanlon,22,VAN,57,,17,29,10,193,1644,1451,0.883,3.48,0,9,3331,,,,100,0.17,0,1,1,43,1979
13,Peter Budaj,24,COL,57,,31,16,6,143,1499,1356,0.905,2.68,3,9.1,3199,,,,101,-0.96,0,2,2,0,2006
87,Semyon Varlamov,27,COL,57,57,27,25,3,148,1714,1566,0.914,2.81,2,9.9,3159,25,0.439,10,101,-2.07,0,0,0,6,2015
83,Jose Theodore,26,MTL,57,,20,31,6,165,1797,1632,0.908,2.9,2,10.8,3419,,,,101,-1.18,0,2,2,6,2002
19,Dan Cloutier,26,VAN,57,,33,16,7,136,1477,1341,0.908,2.42,2,8.8,3376,,,,101,-1.35,0,3,3,24,2002
1,Tom Barrasso,26,PIT,57,,25,22,9,196,1702,1506,0.885,3.53,1,8.7,3329,,,,103,-5.64,0,4,4,30,1991
31,Jaroslav Halak,25,STL,57,57,27,21,7,136,1518,1382,0.91,2.48,7,8.6,3294,32,0.561,7,103,-3.76,0,0,0,6,2010
56,Henrik Lundqvist,34,NYR,57,55,31,20,4,148,1650,1502,0.91,2.74,2,9.1,3240,32,0.582,8,104,-5.21,0,1,1,0,2016
50,Patrick Lalime,29,OTT,57,,25,23,7,127,1334,1207,0.905,2.29,5,7.2,3324,,,,107,-8.2,0,2,2,17,2003
80,Jose Theodore,32,WSH,57,55,32,17,5,157,1572,1415,0.9,2.87,2,7.9,3287,26,0.473,12,109,-13.15,0,3,3,6,2008
16,Corey Crawford,27,CHI,57,55,30,17,7,146,1507,1361,0.903,2.72,0,7.3,3218,27,0.491,13,112,-15.7,0,0,0,0,2011
37,John Grahame,30,TBL,57,,29,22,1,161,1450,1289,0.889,3.06,5,6.9,3152,,,,112,-17.84,0,1,1,14,2005
12,Jon Casey,31,BOS,57,,30,15,9,153,1289,1136,0.881,2.88,4,5.4,3192,,,,113,-17.75,0,2,2,14,1993
75,Ondrej Pavelec,26,WPG,57,57,22,26,7,163,1644,1481,0.901,3.01,1,7.4,3248,24,0.421,12,115,-21.34,0,3,3,0,2013
27,Mike Dunham,31,NYR,57,,16,30,6,159,1522,1363,0.896,3.03,2,6.6,3148,,,,117,-23.46,0,0,0,0,2003
80,Ben Scrivens,28,EDM,57,53,15,26,11,170,1542,1372,0.89,3.16,1,4.6,3228,19,0.358,13,129,-38.39,0,1,1,4,2014
27,Dominik Hasek,29,BUF,58,,30,20,6,109,1552,1443,0.93,1.95,7,13.1,3358,,,,67,53.85,0,3,3,6,1993
32,Mike Palmateer,25,TOR,58,,26,21,10,167,1838,1671,0.909,2.96,4,11.6,3386,,,,77,48.84,0,5,5,24,1978
82,Tuukka Rask,26,BOS,58,58,36,15,6,115,1641,1526,0.93,2.04,7,13.1,3386,39,0.672,8,81,26.4,0,2,2,2,2013
30,Manny Fernandez,31,MIN,58,,30,18,7,130,1612,1482,0.919,2.29,1,12.8,3411,,,,82,29.16,0,3,3,6,2005
17,Roman Cechmanek,31,PHI,58,,33,15,10,102,1368,1266,0.925,1.83,6,10.9,3350,,,,82,22.71,0,0,0,8,2002
26,Bernie Parent,23,PHI,58,,17,23,16,151,2009,1858,0.925,2.70,1,10.6,3357,,,,82,33.32,0,0,0,8,1968
20,Devan Dubnyk,28,TOT,58,55,36,14,4,115,1625,1510,0.929,2.07,6,12.6,3328,36,0.655,4,83,23.7,0,2,2,2,2014
2,Johnny Bower,36,TOR,58,,33,15,10,145,1870,1725,0.922,2.5,2,12.1,3480,,,,84,27.21,0,0,0,0,1960
28,Jean-Sebastien Giguere,30,ANA,58,57,35,17,6,117,1508,1391,0.922,2.12,4,11.7,3310,38,0.667,8,85,19.99,0,0,0,4,2007
24,Ray Emery,24,OTT,58,,33,16,6,138,1691,1553,0.918,2.47,5,12.8,3351,,,,86,22.24,0,1,1,30,2006
44,Billy Smith,24,NYI,58,,21,18,17,156,1637,1481,0.905,2.78,3,12,3364,,,,87,23.58,0,0,0,21,1974
22,Jeff Hackett,29,CHI,58,,21,25,11,126,1520,1394,0.917,2.2,8,10.8,3441,,,,88,16.52,0,0,0,8,1997
10,Sergei Bobrovsky,25,CBJ,58,57,32,20,5,131,1699,1568,0.923,2.38,5,12.1,3299,35,0.614,5,89,15.4,0,1,1,2,2013
5,Niklas Backstrom,29,MIN,58,56,33,13,8,131,1629,1498,0.92,2.31,4,12.1,3409,33,0.589,5,89,16.98,0,0,0,2,2007
16,Corey Crawford,31,CHI,58,58,35,18,5,131,1718,1587,0.924,2.37,7,12,3323,40,0.69,9,90,15.27,0,1,1,2,2015
78,Cory Schneider,29,NJD,58,58,27,25,6,122,1597,1475,0.924,2.15,4,11.1,3412,40,0.69,7,90,13.97,0,0,0,0,2015
57,Roberto Luongo,22,FLA,58,,16,33,4,140,1653,1513,0.915,2.77,4,11.6,3030,,,,92,12.49,0,1,1,2,2001
37,Mike Liut,28,STL,58,,25,29,4,197,1691,1494,0.884,3.47,3,10.3,3411,,,,92,17.39,0,4,4,0,1983
25,Mike Dunham,30,TOT,58,,21,26,7,137,1626,1489,0.916,2.5,5,11.2,3286,,,,92,11.23,0,1,1,0,2002
24,Marc-Andre Fleury,31,PIT,58,58,35,17,6,132,1665,1533,0.921,2.29,5,11,3463,33,0.569,5,93,9.76,0,1,1,2,2015
22,Grant Fuhr,30,TOT,58,,24,24,6,185,1729,1544,0.893,3.3,1,10.2,3359,,,,93,13.98,0,0,0,10,1992
5,Dan Bouchard,27,ATF,58,,25,12,19,153,1431,1278,0.893,2.75,2,11.6,3337,,,,96,6.05,0,3,3,6,1977
68,Ondrej Pavelec,23,ATL,58,54,21,23,9,147,1705,1558,0.914,2.73,4,10.3,3225,26,0.481,8,99,1.53,0,0,0,4,2010
12,Terry Sawchuk,30,DET,58,,24,20,14,154,1684,1530,0.909,2.66,5,11,3476,,,,99,1.54,0,0,0,22,1959
69,Pekka Rinne,27,NSH,58,54,32,16,5,137,1541,1404,0.911,2.53,7,9.2,3246,25,0.463,7,100,-0.27,0,0,0,2,2009
55,Tommy Salo,25,NYI,58,,20,27,8,151,1576,1425,0.904,2.82,5,8.5,3208,,,,101,-0.85,0,1,1,4,1996
10,Al Rollins,29,CBH,58,,17,30,11,171,2065,1894,0.917,2.95,3,6.5,3479,,,,102,-3.97,0,0,0,10,1955
27,Mike Dunham,29,NSH,58,,23,24,9,144,1525,1381,0.906,2.62,3,9,3316,,,,102,-3.32,0,2,2,2,2001
8,Richard Brodeur,30,VAN,58,,21,26,8,208,1634,1426,0.873,3.8,0,9,3283,,,,102,-4.45,0,1,1,2,1982
7,Ed Belfour,41,FLA,58,,27,17,10,152,1550,1398,0.902,2.77,1,8.9,3289,,,,103,-5.12,0,2,2,10,2006
6,Jonathan Bernier,26,TOR,58,55,21,28,7,152,1735,1583,0.912,2.87,2,10,3177,26,0.473,11,103,-3.91,0,1,1,0,2014
3,Don Beaupre,31,WSH,58,,27,23,5,181,1530,1349,0.882,3.31,1,7.7,3282,,,,103,-4.92,0,1,1,20,1992
65,Felix Potvin,29,TOT,58,,27,22,8,149,1485,1336,0.9,2.62,6,8.5,3416,,,,104,-5.34,0,5,5,4,2000
18,Charlie Hodge,34,OAK,58,,13,31,13,158,1668,1510,0.905,2.87,3,8.4,3308,,,,105,-7.10,0,0,0,4,1967
10,Alain Chevrier,25,NJD,58,,24,26,2,227,1790,1563,0.873,4.32,0,8.8,3149,,,,106,-11.88,0,0,0,17,1986
60,Steve Mason,28,PHI,58,54,26,21,8,143,1556,1413,0.908,2.66,3,8.2,3225,26,0.481,11,106,-8.34,0,1,1,0,2016
44,Brent Johnson,24,STL,58,,34,20,4,127,1293,1166,0.902,2.18,5,7.1,3491,,,,106,-7.72,0,4,4,2,2001
15,Don Simmons,27,BOS,58,,24,26,8,183,1785,1602,0.897,3.16,3,7.9,3479,,,,108,-13.94,0,0,0,4,1958
21,Grant Fuhr,35,STL,58,,29,21,6,138,1354,1216,0.898,2.53,3,6.8,3274,,,,109,-11.05,0,2,2,6,1997
54,Steve Mason,21,CBJ,58,54,20,26,9,163,1653,1490,0.901,3.05,5,8,3201,25,0.463,15,111,-16.33,0,2,2,2,2009
5,Roger Crozier,24,DET,58,,22,28,4,182,1734,1552,0.895,3.36,4,6.9,3253,,,,113,-20.57,0,0,0,2,1966
3,Craig Anderson,36,OTT,58,55,23,25,6,180,1768,1588,0.898,3.32,2,7.2,3251,25,0.455,11,116,-24.83,0,0,0,2,2017
27,Dominik Hasek,31,BUF,59,,22,30,6,161,2011,1850,0.92,2.83,2,14.8,3417,,,,79,43.28,0,1,1,6,1995
87,Tomas Vokoun,32,FLA,59,55,26,23,6,138,1855,1717,0.926,2.49,6,14.6,3324,33,0.6,4,81,31.75,0,1,1,2,2008
11,Roman Cechmanek,29,PHI,59,,35,15,6,115,1464,1349,0.921,2.01,10,11.9,3431,,,,81,26.62,0,1,1,4,2000
80,Pekka Rinne,35,NSH,59,59,42,13,4,134,1840,1706,0.927,2.31,8,13.2,3475,40,0.678,5,83,27.49,0,1,1,6,2017
29,Guy Hebert,29,MDA,59,,28,23,5,157,1820,1663,0.914,2.83,4,12.3,3326,,,,85,27.87,0,0,0,6,1995
78,Carey Price,26,MTL,59,59,34,20,5,134,1828,1694,0.927,2.32,6,13.9,3464,38,0.644,7,85,23.51,0,2,2,4,2013
2,Johnny Bower,37,TOR,59,,31,18,10,151,1826,1675,0.917,2.56,2,12.1,3540,,,,88,20.81,0,1,1,4,1961
56,Ryan Miller,28,BUF,59,58,34,18,6,145,1773,1628,0.918,2.53,5,12.5,3443,38,0.655,7,89,17.25,0,0,0,4,2008
63,Evgeni Nabokov,28,SJS,59,,31,19,8,127,1610,1483,0.921,2.21,9,11.8,3456,,,,89,16.38,0,0,0,14,2003
