Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Season
29,Bob Essensa,37,BUF,9,,0,5,0,17,113,96,0.85,2.91,0,-0.1,350,,,,,,0,0,0,0,2001
20,Eric Fichaud,24,CAR,9,,3,5,1,24,206,182,0.883,2.94,1,0.8,490,,,,,,0,0,0,2,1999
64,Justin Peters,23,CAR,9,8,6,3,0,23,241,218,0.905,2.83,0,1.3,488,4,0.5,2,,,0,0,0,0,2009
49,Mike Veisor,22,CBH,9,,1,5,1,36,222,186,0.838,4.71,0,0.4,459,,,,,,0,0,0,0,1974
71,Martin Prusek,30,CBJ,9,,3,3,0,20,165,145,0.879,3.21,0,0.6,373,,,,,,0,0,0,0,2005
57,Jamie McLennan,35,CGY,9,,3,5,1,32,304,272,0.895,3.6,0,1.5,533,,,,,,0,0,0,16,2006
40,Curtis Joseph,40,CGY,9,5,3,2,0,17,181,164,0.906,2.55,0,1.1,400,3,0.6,2,,,0,0,0,2,2007
41,Henrik Karlsson,28,CGY,9,7,1,4,2,24,239,215,0.9,3.17,0,1.1,454,2,0.286,1,,,0,0,0,0,2011
74,Joni Ortio,22,CGY,9,9,4,4,0,21,193,172,0.891,2.52,0,0.6,501,3,0.333,1,,,0,2,2,0,2013
69,Steve Passmore,31,CHI,9,,2,6,0,23,221,198,0.896,2.89,0,1,478,,,,,,0,0,0,0,2003
35,Terry Richardson,20,DET,9,,1,4,0,28,163,135,0.828,5.35,0,-0.2,314,,,,,,0,1,1,0,1973
14,Ed Giacomin,38,DET,9,,3,5,1,27,252,225,0.893,3.14,0,1.5,515,,,,,,0,0,0,0,1977
68,Petr Mrazek,21,DET,9,6,2,4,0,13,178,165,0.927,1.74,2,1.4,449,4,0.667,1,,,0,0,0,0,2013
11,Dennis Riggin,26,DET,9,,5,3,1,22,214,192,0.897,2.88,0,1.3,459,,,,,,0,0,0,0,1962
10,Dennis Riggin,23,DET,9,,2,6,1,31,251,220,0.876,3.46,1,1,538,,,,,,0,0,0,0,1959
83,Harri Sateri,28,FLA,9,7,4,4,0,24,271,247,0.911,2.92,0,1.5,493,5,0.714,0,,,0,0,0,0,2017
68,Kay Whitmore,22,HAR,9,,4,2,1,26,183,157,0.858,3.53,0,0.7,442,,,,,,0,1,1,4,1989
29,Doug Keans,23,LAK,9,,2,3,1,37,227,190,0.837,4.89,0,0.6,454,,,,,,0,0,0,7,1980
6,Mike Blake,26,LAK,9,,4,4,0,30,210,180,0.857,4.18,0,1,431,,,,,,0,0,0,0,1982
14,Dan Cloutier,31,LAK,9,9,2,4,1,28,247,219,0.887,3.43,0,0.9,489,4,0.444,3,,,0,0,0,2,2007
28,Phil Myre,23,MTL,9,,4,5,0,32,276,244,0.884,3.65,0,0.9,526,,,,,,0,0,0,4,1971
44,Roland Melanson,31,MTL,9,,5,3,0,22,195,173,0.887,2.68,2,1,492,,,,,,0,0,0,0,1991
52,Andre Racicot,22,MTL,9,,0,3,3,23,219,196,0.895,3.16,0,1.3,436,,,,,,0,0,0,0,1991
5,Gerry McNeil,30,MTL,9,,4,5,0,31,252,221,0.877,3.46,0,0.7,538,,,,,,0,0,0,2,1956
88,Kevin Weekes,32,NJD,9,5,2,2,1,17,160,143,0.894,2.97,0,0.7,343,2,0.4,1,,,0,0,0,2,2007
22,Eric Fichaud,23,NSH,9,,0,6,0,24,229,205,0.895,3.22,0,1,447,,,,,,0,0,0,0,1998
57,Ron Scott,23,NYR,9,,2,3,3,29,253,224,0.885,3.6,0,1.6,483,,,,,,0,0,0,0,1983
53,Nick Ricci,21,PIT,9,,4,5,0,35,251,216,0.861,3.92,0,1.4,536,,,,,,0,0,0,2,1980
34,Johan Hedberg,27,PIT,9,,7,1,1,24,253,229,0.905,2.64,0,1.6,545,,,,,,0,0,0,0,2000
6,Joe Daley,26,PIT,9,,1,5,3,26,258,232,0.899,2.96,0,1.4,527,,,,,,0,0,0,0,1969
17,Doug Grant,29,STL,9,,3,3,2,24,231,207,0.896,2.89,0,1.6,499,,,,,,0,0,0,0,1977
22,Rick Heinz,27,STL,9,,1,5,1,24,160,136,0.85,4.33,1,0.7,332,,,,,,0,0,0,2,1982
15,Jon Casey,33,STL,9,,2,3,0,25,180,155,0.861,3.8,0,0.4,395,,,,,,0,0,0,0,1995
80,Wendell Young,30,TBL,9,,2,3,1,20,211,191,0.905,2.5,1,1.3,480,,,,,,0,0,0,4,1993
32,Glenn Healy,36,TOR,9,,6,3,0,27,257,230,0.895,2.97,0,1.1,546,,,,,,0,0,0,0,1998
7,Allan Bester,26,TOT,9,,0,7,0,31,228,197,0.864,4.37,0,0.8,425,,,,,,0,0,0,0,1990
36,Kevin Hodson,26,TOT,9,,2,3,1,20,197,177,0.898,2.91,0,1,413,,,,,,0,0,0,0,1998
41,Michael Hutchinson,28,TOT,9,8,3,4,2,27,239,212,0.887,3.27,1,0.8,496,2,0.25,2,,,0,0,0,0,2018
39,Curt Ridley,24,VAN,9,,6,0,2,19,227,208,0.916,2.28,1,2.1,500,,,,,,0,0,0,0,1975
68,Dany Sabourin,26,VAN,9,,2,4,1,21,224,203,0.906,2.63,0,1.4,480,,,,,,0,0,0,0,2006
4,Marc Behrend,25,WIN,9,,2,5,0,40,218,178,0.817,5.7,0,0.2,421,,,,,,0,0,0,0,1985
4,Daniel Berthiaume,23,WIN,9,,0,8,0,44,255,211,0.827,5.96,0,0.4,443,,,,,,0,0,0,0,1988
31,Jim Hrivnak,22,WSH,9,,4,2,1,26,226,200,0.885,3.61,0,1.2,432,,,,,,0,0,0,0,1990
11,Al Rollins,33,NYR,10,,3,4,3,31,380,349,0.918,3.1,0,1.5,600,,,,88,4.1,0,0,0,0,1959
30,Alexandar Georgiev,21,NYR,10,9,4,4,1,27,331,304,0.918,3.15,0,2.1,515,5,0.556,1,93,2.05,0,0,0,0,2017
10,Marcel Paille,29,NYR,10,,4,4,2,28,319,291,0.912,2.8,0,1.8,600,,,,93,2.02,0,0,0,0,1961
43,Lindsay Middlebrook,24,WIN,10,,2,8,0,40,324,284,0.877,4.15,0,1,578,,,,105,-1.93,0,0,0,0,1979
68,Wendell Young,31,PIT,10,,3,6,0,27,255,228,0.894,3.26,0,1.3,497,,,,107,-1.65,0,0,0,2,1994
3,Norm Defelice,24,BOS,10,,3,5,2,30,282,252,0.894,3.00,0,1.3,600,,,,119,-4.84,0,0,0,2,1956
2,Andy Brown,27,DET,10,,4,5,1,37,320,283,0.884,3.98,0,0.7,558,,,,119,-5.83,0,1,1,0,1971
43,Sergei Mylnikov,31,QUE,10,,1,7,2,47,330,283,0.858,4.97,0,1.2,568,,,,120,-7.77,0,0,0,0,1989
19,Scott Gordon,26,QUE,10,,2,8,0,53,368,315,0.856,5.33,0,1.3,597,,,,121,-9.26,0,0,0,0,1989
24,Ray Emery,28,ANA,10,9,7,2,0,20,272,252,0.926,2.28,0,2.1,527,5,0.556,0,,,0,0,0,0,2010
22,Dan Ellis,31,ANA,10,5,1,5,0,19,214,195,0.911,2.72,0,1.2,419,1,0.2,1,,,0,1,1,0,2011
4,Marco Baron,21,BOS,10,,3,4,1,24,205,181,0.883,2.85,0,2,505,,,,,,0,0,0,7,1980
12,Matt DelGuidice,24,BOS,10,,2,5,1,28,239,211,0.883,3.96,0,1.2,424,,,,,,0,0,0,2,1991
39,Reggie Lemelin,38,BOS,10,,5,4,0,31,225,194,0.862,3.43,0,0.8,542,,,,,,0,0,0,4,1992
8,Jim Carey,23,BOS,10,,3,2,1,24,225,201,0.893,2.9,2,1,496,,,,,,0,0,0,0,1997
28,John Grahame,25,BOS,10,,3,4,0,28,211,183,0.867,3.57,0,0.5,471,,,,,,0,0,0,2,2000
8,Dave Dryden,29,BUF,10,,3,3,0,22,227,205,0.903,3.23,1,1,408,,,,,,0,1,1,0,1970
62,Mika Noronen,22,BUF,10,,4,3,1,23,217,194,0.894,2.66,0,1,518,,,,,,0,0,0,2,2001
42,Arturs Irbe,36,CAR,10,,5,2,1,23,228,205,0.899,2.45,0,1.1,564,,,,,,0,0,0,2,2003
9,Brian Boucher,35,CAR,10,8,1,6,1,31,260,229,0.881,3.4,0,0.6,546,2,0.25,2,,,0,0,0,0,2011
45,Mike Veisor,21,CBH,10,,7,0,2,20,268,248,0.925,2.23,1,2.2,537,,,,,,0,1,1,0,1973
65,Adam Munro,23,CHI,10,,3,5,2,25,234,209,0.893,3,1,1.2,501,,,,,,0,1,1,0,2005
84,Jeremy Smith,27,COL,10,8,1,6,1,32,286,254,0.888,3.54,0,0.8,543,3,0.375,3,,,0,0,0,0,2016
7,Allan Bester,31,DAL,10,,4,5,1,30,297,267,0.899,2.99,0,1.6,601,,,,,,0,0,0,2,1995
78,Tobias Stephan,25,DAL,10,5,1,3,1,27,208,181,0.87,3.7,0,0.4,438,1,0.2,3,,,0,1,1,0,2008
71,Andrew Raycroft,31,DAL,10,8,2,8,0,31,303,272,0.898,3.51,0,1.3,529,3,0.375,2,,,0,0,0,0,2011
45,Greg Millen,34,DET,10,,3,2,3,22,212,190,0.896,2.71,0,1.3,487,,,,,,0,0,0,0,1991
19,Norm Foster,26,EDM,10,,5,3,0,20,183,163,0.891,2.73,0,1,439,,,,,,0,0,0,2,1991
16,Jeff Deslauriers,24,EDM,10,7,4,3,0,30,302,272,0.901,3.34,0,1.5,540,4,0.571,2,,,0,1,1,0,2008
33,Doug Keans,22,LAK,10,,3,3,3,23,247,224,0.907,2.48,0,2.3,556,,,,,,0,0,0,0,1979
37,Rick Knickle,32,LAK,10,,6,4,0,35,292,257,0.88,3.95,0,1.4,532,,,,,,0,0,0,2,1992
63,Mikhail Shtalenkov,28,MDA,10,,3,4,1,24,265,241,0.909,2.65,0,1.8,543,,,,,,0,0,0,0,1993
41,Wayne Thomas,25,MTL,10,,8,1,0,23,259,236,0.911,2.37,1,2.3,583,,,,,,0,1,1,2,1972
22,Phil Myre,21,MTL,10,,4,3,2,19,246,227,0.923,2.27,0,1.9,503,,,,,,0,0,0,2,1969
60,Corey Schwab,25,NJD,10,,0,3,0,12,119,107,0.899,2.18,0,0.6,331,,,,,,0,0,0,31,1995
58,Tommy Salo,24,NYI,10,,1,7,1,35,250,215,0.86,4.01,0,0.5,523,,,,,,0,0,0,0,1995
23,Rick DiPietro,21,NYI,10,,2,5,2,29,273,244,0.894,2.97,0,1.2,585,,,,,,0,0,0,2,2002
45,Nathan Lawson,27,NYI,10,7,1,4,2,26,243,217,0.893,4.06,0,0.9,384,3,0.429,2,,,0,0,0,0,2010
71,Kevin Poulin,20,NYI,10,7,4,2,1,20,262,242,0.924,2.44,0,1.9,491,5,0.714,1,,,0,0,0,0,2010
12,John Davidson,27,NYR,10,,1,7,1,48,285,237,0.832,5.17,0,0.6,557,,,,,,0,1,1,2,1980
65,Wayne Thomas,33,NYR,10,,3,6,1,34,257,223,0.868,3.42,0,1.9,597,,,,,,0,2,2,2,1980
7,Ben Bishop,25,OTT,10,9,3,3,2,22,243,221,0.909,2.48,0,1.4,532,5,0.556,1,,,0,0,0,2,2011
92,Rob Zepp,33,PHI,10,9,5,2,0,25,223,198,0.888,2.89,0,0.6,519,1,0.111,2,,,0,0,0,0,2014
25,Rob Holland,23,PIT,10,,1,5,3,45,300,255,0.85,5.01,0,0.6,539,,,,,,0,0,0,0,1980
14,Michel Dion,30,PIT,10,,3,6,0,43,315,272,0.863,4.69,0,1.4,550,,,,,,0,1,1,0,1984
24,Peter McDuffe,23,STL,10,,0,6,0,29,261,232,0.889,3.69,0,0.8,471,,,,,,0,0,0,0,1971
33,Pat Jablonski,24,STL,10,,3,6,0,38,259,221,0.853,4.87,0,0.6,468,,,,,,0,0,0,4,1991
51,Rich Parent,26,STL,10,,4,3,1,22,193,171,0.886,2.54,1,0.7,519,,,,,,0,0,0,2,1998
45,Dieter Kochan,26,TBL,10,,0,3,0,18,138,120,0.87,3.44,0,0.3,314,,,,,,0,0,0,0,2000
17,Marc Denis,30,TBL,10,4,1,5,0,28,199,171,0.859,4.05,0,0.1,415,1,0.25,0,,,0,0,0,2,2007
67,Vincent Tremblay,20,TOR,10,,2,1,0,28,197,169,0.858,5.13,0,0.1,327,,,,,,0,0,0,0,1979
48,Jeff Reese,22,TOR,10,,2,6,1,40,286,246,0.86,4.94,0,1.1,486,,,,,,0,0,0,4,1988
6,Bruce Gamble,27,TOR,10,,5,2,3,21,279,258,0.925,2.51,4,1.8,502,,,,,,0,0,0,0,1965
40,Lindsay Middlebrook,27,TOT,10,,1,6,1,40,253,213,0.842,5.1,0,0.5,471,,,,,,0,1,1,2,1982
49,Frank Pietrangelo,27,TOT,10,,5,2,1,32,286,254,0.888,3.61,0,1.5,531,,,,,,0,0,0,0,1991
6,Jacques Caron,33,VAN,10,,2,5,1,38,226,188,0.832,4.9,0,0.1,465,,,,,,0,0,0,2,1973
20,John Garrett,33,VAN,10,,1,5,0,44,244,200,0.82,6.49,0,0.3,407,,,,,,0,0,0,14,1984
3,Jean-Sebastien Aubin,28,TOR,11,,9,0,2,25,330,305,0.924,2.21,1,2.8,677,,,,77,7.58,0,0,0,0,2005
9,Harry Lumley,32,BOS,11,,8,2,1,27,349,322,0.923,2.45,1,2.3,660,,,,82,6.06,0,0,0,0,1958
69,Mike Veisor,27,CBH,11,,3,5,3,36,373,337,0.903,3.28,0,2,658,,,,82,7.83,0,0,0,0,1979
69,Calvin Petersen,24,LAK,11,10,5,4,1,27,355,328,0.924,2.61,1,2.6,622,6,0.6,1,83,5.38,0,0,0,0,2018
46,Ed Staniowski,20,STL,11,,5,3,2,33,337,304,0.902,3.2,0,1.8,619,,,,89,4.11,0,0,0,0,1975
84,Malcolm Subban,25,VEG,11,10,4,6,0,31,333,302,0.907,2.95,0,1.8,631,5,0.5,2,102,-0.63,0,0,0,2,2018
17,Tom Draper,26,BUF,11,,5,6,0,41,344,303,0.881,3.71,0,1.7,664,,,,104,-1.41,0,1,1,2,1992
30,Gord McRae,24,TOR,11,,7,3,0,39,360,321,0.892,3.77,0,1.2,620,,,,104,-1.54,0,0,0,0,1972
43,Jeff Reese,28,HAR,11,,2,5,1,26,234,208,0.889,3.27,0,1,477,,,,112,-2.74,0,0,0,0,1994
58,Mike McKenna,35,TOT,11,7,1,5,1,34,316,282,0.892,3.99,0,1.2,511,3,0.429,1,118,-5.18,0,0,0,0,2018
41,Corrado Micalef,24,DET,11,,1,9,1,52,342,290,0.848,5.54,0,1.2,563,,,,121,-8.96,0,0,0,8,1985
46,Vincent Riendeau,28,BOS,11,,3,6,1,27,221,194,0.878,2.86,0,0.7,565,,,,123,-5.03,0,0,0,2,1994
8,George Gardner,24,DET,11,,3,7,0,36,314,278,0.885,3.86,0,0.7,560,,,,123,-6.77,0,0,0,0,1966
66,Kay Whitmore,27,VAN,11,,0,6,2,37,279,242,0.867,3.98,0,0.7,558,,,,133,-9.26,0,1,1,7,1994
26,Al Jensen,28,TOT,11,,2,7,1,54,336,282,0.839,5.19,0,0.8,625,,,,134,-13.62,0,1,1,0,1986
56,Chris Mason,36,NSH,11,6,1,7,1,29,229,200,0.873,3.73,0,0.4,467,3,0.5,2,144,-8.83,0,0,0,0,2012
1,Scott Bailey,23,BOS,11,,5,1,2,31,264,233,0.883,3.26,0,1,571,,,,,,0,0,0,0,1995
18,Rocky Farr,26,BUF,11,,2,4,1,25,262,237,0.905,3.14,0,1.3,478,,,,,,0,0,0,2,1973
6,Roger Crozier,33,BUF,11,,8,2,0,27,241,214,0.888,2.61,1,2.4,620,,,,,,0,1,1,0,1975
41,Bob Sauve,22,BUF,11,,6,2,0,20,224,204,0.911,2.51,0,1.8,479,,,,,,0,1,1,0,1977
5,Dave Dryden,24,CBH,11,,3,3,0,23,228,205,0.899,3.04,0,1.2,454,,,,,,0,1,1,0,1965
52,Jean-Francois Labbe,30,CBJ,11,,2,4,0,27,233,206,0.884,3.59,0,0.8,451,,,,,,0,0,0,2,2002
89,Allen York,22,CBJ,11,5,3,2,0,16,199,183,0.92,2.3,0,1.4,417,3,0.6,0,,,0,0,0,0,2011
41,Chris Worthy,23,CGS,11,,1,3,1,39,279,240,0.86,4.94,0,0,474,,,,,,0,0,0,2,1970
72,Andrei Trefilov,24,CGY,11,,3,4,2,26,305,279,0.915,2.51,2,2.2,623,,,,,,0,0,0,4,1993
49,Tyler Moss,23,CGY,11,,3,7,0,23,295,272,0.922,2.51,0,2.2,550,,,,,,0,1,1,0,1998
59,Joey MacDonald,33,CGY,11,9,5,4,1,29,264,235,0.89,2.91,0,0.8,599,2,0.222,2,,,0,0,0,2,2013
33,Jon Gillies,24,CGY,11,9,3,5,1,29,280,251,0.896,2.88,0,1.1,605,5,0.556,2,,,0,0,0,2,2017
62,Jimmy Waite,19,CHI,11,,0,7,1,43,253,210,0.83,5.22,0,0.4,494,,,,,,0,0,0,0,1988
66,Steve Passmore,30,CHI,11,,2,5,2,38,284,246,0.866,3.7,0,0.3,617,,,,,,0,0,0,4,2002
87,Ron Tugnutt,36,DAL,11,,3,7,0,22,220,198,0.9,2.41,1,1.1,548,,,,,,0,0,0,0,2003
67,Chris Osgood,38,DET,11,10,5,3,2,29,298,269,0.903,2.77,0,1.4,629,5,0.5,2,,,0,0,0,4,2010
1,Hank Bassen,33,DET,11,,3,2,0,17,177,160,0.904,2.52,0,1.4,404,,,,,,0,0,0,0,1965
49,Pokey Reddick,25,EDM,11,,5,4,2,31,283,252,0.89,3.08,0,1.7,604,,,,,,0,0,0,0,1989
71,Kevin Weekes,22,FLA,11,,0,5,1,32,247,215,0.87,3.96,0,0.5,485,,,,,,0,0,0,0,1997
11,Barry Brust,23,LAK,11,,2,4,1,30,245,215,0.878,3.7,0,0.7,486,,,,,,0,0,0,0,2006
27,Erik Ersberg,27,LAK,11,7,4,3,2,22,234,212,0.906,2.4,0,1.3,551,4,0.571,1,,,0,0,0,0,2009
57,Richard Sevigny,22,MTL,11,,5,4,2,31,312,281,0.901,2.95,0,2.2,631,,,,,,0,0,0,4,1979
53,Andre Racicot,24,MTL,11,,2,6,2,37,246,209,0.85,4.44,0,0.3,500,,,,,,0,0,0,0,1993
13,Frederic Chabot,30,MTL,11,,1,3,0,16,188,172,0.915,2.25,0,1.2,430,,,,,,0,0,0,2,1998
26,Mathieu Garon,23,MTL,11,,4,5,1,24,233,209,0.897,2.44,2,1.3,589,,,,,,0,0,0,0,2000
77,Corey Schwab,32,NJD,11,,5,3,1,15,223,208,0.933,1.47,1,2,614,,,,,,0,0,0,0,2002
40,Roland Melanson,20,NYI,11,,8,1,1,32,304,272,0.895,3.1,0,2.2,620,,,,,,0,0,0,4,1980
34,Bernie Parent,30,PHI,11,,6,2,2,24,259,235,0.907,2.35,0,2.6,614,,,,,,0,0,0,2,1975
7,Sean Burke,31,PHI,11,,7,3,0,27,311,284,0.913,2.56,1,2.1,632,,,,,,0,0,0,0,1997
61,Alex Lyon,25,PHI,11,7,4,2,1,22,232,210,0.905,2.75,0,1.1,480,3,0.429,2,,,0,0,0,0,2017
33,Cam Newton,22,PIT,11,,3,4,0,35,296,261,0.882,3.95,0,0.9,532,,,,,,0,1,1,2,1972
24,Steve Guenette,23,PIT,11,,5,6,0,41,308,267,0.867,4.29,0,1.4,574,,,,,,0,1,1,0,1988
56,Richard Sevigny,28,QUE,11,,3,5,1,33,252,219,0.869,4.23,0,1.2,468,,,,,,0,0,0,8,1985
51,Evgeni Nabokov,24,SJS,11,,2,2,1,15,166,151,0.91,2.17,1,1.1,414,,,,,,0,0,0,0,1999
86,Vesa Toskala,25,SJS,11,,4,3,1,21,287,266,0.927,2.35,1,2.3,537,,,,,,0,0,0,0,2002
24,Bob Johnson,24,STL,11,,6,5,0,26,274,248,0.905,2.67,0,2.1,583,,,,,,0,0,0,17,1972
2,Yves Belanger,22,STL,11,,6,3,2,29,293,264,0.901,2.72,1,2.3,640,,,,,,0,1,1,0,1974
50,Bruce Racine,29,STL,11,,0,3,0,12,101,89,0.881,3.13,0,0.4,230,,,,,,0,0,0,2,1995
63,Evgeni Nabokov,39,TBL,11,9,3,6,2,29,245,216,0.882,3.14,0,0.5,553,5,0.556,2,,,0,1,1,2,2014
83,Mikael Tellqvist,24,TOR,11,,5,3,2,31,293,262,0.894,2.87,0,1.2,647,,,,,,0,0,0,0,2003
83,Kevin Weekes,23,VAN,11,,0,8,1,34,257,223,0.868,3.83,0,0.4,532,,,,,,0,0,0,0,1998
43,Mike Palmateer,28,WSH,11,,2,7,2,47,313,266,0.85,4.84,0,1,583,,,,,,0,1,1,6,1981
28,Jim Hrivnak,21,WSH,11,,5,5,0,36,293,257,0.877,3.55,0,1.5,609,,,,,,0,1,1,0,1989
51,Mike Veisor,25,CBH,12,,3,4,5,31,387,356,0.92,2.59,2,2.7,719,,,,72,12.01,0,0,0,0,1977
48,Robin Lehner,21,OTT,12,12,5,3,4,27,424,397,0.936,2.2,0,3.8,735,10,0.833,0,72,10.34,0,0,0,0,2012
70,Carey Price,28,MTL,12,12,10,2,0,24,365,341,0.934,2.06,2,3,698,8,0.667,1,77,7.08,0,0,0,0,2015
42,Nikolai Khabibulin,40,EDM,12,11,4,6,1,29,376,347,0.923,2.55,1,2.8,684,6,0.545,1,88,4.12,0,0,0,0,2012
45,Gump Worsley,43,MNS,12,,6,2,3,30,318,288,0.906,2.88,0,2,624,,,,91,3.09,0,1,1,22,1972
23,Jhonas Enroth,24,BUF,12,9,4,4,1,27,332,305,0.919,2.6,1,2.3,623,7,0.778,1,92,2.24,0,0,0,0,2012
6,Charlie Hodge,24,MTL,12,,8,2,2,31,348,317,0.911,2.58,1,2.2,720,,,,97,0.80,0,0,0,0,1957
48,Kari Lehtonen,26,DAL,12,10,6,4,0,31,350,319,0.911,2.81,0,2.1,663,5,0.5,1,100,0.06,0,1,1,0,2009
73,Antti Raanta,29,ARI,12,12,5,6,0,33,351,318,0.906,2.88,0,1.9,687,6,0.5,1,103,-0.99,0,1,1,0,2018
54,Ron Scott,29,LAK,12,,5,6,0,40,321,281,0.875,3.67,0,1.6,654,,,,105,-1.84,0,0,0,2,1989
66,Wayne Thomas,32,NYR,12,,4,7,0,44,347,303,0.873,3.98,0,1.3,664,,,,108,-3.23,0,0,0,0,1979
28,Bill McKenzie,28,CLR,12,,3,6,2,42,347,305,0.879,3.87,0,1.2,651,,,,109,-3.43,0,0,0,2,1977
78,Ben Scrivens,25,TOR,12,11,4,5,2,35,359,324,0.903,3.13,0,1.7,672,5,0.455,1,113,-3.96,0,0,0,4,2011
25,Viktor Fasth,31,TOT,12,12,5,5,2,33,340,307,0.903,2.83,0,1.6,701,5,0.417,2,113,-3.7,0,0,0,0,2013
8,Roger Crozier,31,BUF,12,,4,5,0,39,313,274,0.875,3.8,0,1.1,615,,,,120,-6.44,0,0,0,2,1973
16,Don Simmons,34,NYR,12,,1,7,1,40,300,260,0.867,4.36,0,0.4,551,,,,139,-11.27,0,0,0,0,1965
1,Hank Bassen,23,CBH,12,,2,9,1,40,348,308,0.885,3.34,1,0.8,719,,,,142,-11.85,0,0,0,2,1955
69,Justin Peters,24,CAR,12,8,3,5,1,43,343,300,0.875,3.98,0,0.5,648,3,0.375,1,144,-13.12,0,0,0,4,2010
8,Denis DeJordy,33,TOT,12,,3,7,1,48,328,280,0.854,4.63,0,0.1,622,,,,150,-16.05,0,1,1,0,1971
64,Ondrej Pavelec,21,ATL,12,11,3,7,0,36,301,265,0.88,3.6,0,0.9,599,3,0.273,4,,,0,0,0,0,2008
43,Mike Moffat,20,BOS,12,,4,5,1,46,252,206,0.817,4.51,0,1.1,612,,,,,,0,0,0,2,1982
41,Blaine Lacher,25,BOS,12,,3,5,2,44,284,240,0.845,3.94,0,0.2,671,,,,,,0,0,0,4,1995
3,Gary Bromley,24,BUF,12,,3,5,3,33,273,240,0.879,3.31,0,1.5,598,,,,,,0,0,0,2,1973
80,Jocelyn Thibault,33,BUF,12,7,3,4,2,28,214,186,0.869,3.31,2,0.3,507,3,0.429,4,,,0,0,0,0,2007
57,Tyler Moss,25,CAR,12,,1,6,0,37,251,214,0.853,3.99,0,0.2,557,,,,,,0,0,0,0,2000
44,Pascal Leclaire,26,CBJ,12,12,4,6,1,43,324,281,0.867,3.83,0,0.4,674,3,0.25,3,,,0,1,1,0,2008
77,Robbie Tallas,27,CHI,12,,2,7,0,35,265,230,0.868,3.35,0,0.6,627,,,,,,0,0,0,0,2000
46,Patrick Lalime,32,CHI,12,,4,6,1,33,317,284,0.896,3.07,1,1.6,645,,,,,,0,0,0,0,2006
47,Bill Oleschuk,24,CLR,12,,1,6,2,39,276,237,0.859,4.21,0,1,556,,,,,,0,0,0,4,1979
14,George Gardner,25,DET,12,,3,2,3,32,285,253,0.888,3.60,0,0.7,534,,,,,,0,0,0,0,1967
31,Peter Ing,22,EDM,12,,3,4,0,33,252,219,0.869,4.27,0,1,463,,,,,,0,3,3,0,1991
9,Frederic Chabot,29,LAK,12,,3,3,2,29,267,238,0.891,3.14,0,1.2,554,,,,,,0,0,0,0,1997
41,Cristobal Huet,27,LAK,12,,4,4,1,21,241,220,0.913,2.37,1,1.6,541,,,,,,0,0,0,0,2002
31,Matt Hackett,21,MIN,12,7,3,6,0,22,282,260,0.922,2.38,0,2,556,3,0.429,2,,,0,0,0,0,2011
73,Chris Terreri,34,NJD,12,,8,3,1,30,294,264,0.898,2.48,1,1.4,726,,,,,,0,1,1,0,1998
73,Chris Terreri,35,NJD,12,,2,9,0,37,299,262,0.876,3.42,0,0.9,649,,,,,,0,0,0,2,1999
17,Yann Danis,28,NJD,12,6,3,2,1,16,207,191,0.923,2.05,0,1.5,467,3,0.5,1,,,0,0,0,0,2009
28,Kelly Hrudey,23,NYI,12,,7,2,0,28,289,261,0.903,3.16,0,2.2,532,,,,,,0,0,0,0,1983
44,Doug Soetaert,21,NYR,12,,3,4,1,28,291,263,0.904,2.95,1,1.8,569,,,,,,0,0,0,0,1976
10,Dan Cloutier,21,NYR,12,,4,5,1,23,248,225,0.907,2.5,0,1.5,551,,,,,,0,0,0,19,1997
46,Wayne Stephenson,30,PHI,12,,7,2,1,29,274,245,0.894,2.73,1,2.3,638,,,,,,0,0,0,0,1974
24,Bob Johnson,26,PIT,12,,3,4,1,40,281,241,0.858,5.03,0,0.2,478,,,,,,0,0,0,6,1974
24,Reinhard Divis,30,STL,12,,0,5,1,37,231,194,0.84,4.67,0,-0.1,475,,,,,,0,0,0,0,2005
6,Jean-Claude Bergeron,27,TBL,12,,2,6,2,42,250,208,0.832,4.23,0,-0.2,595,,,,,,0,0,0,0,1995
4,Zac Bierk,23,TBL,12,,4,4,1,31,308,277,0.899,3.66,0,1.7,509,,,,,,0,1,1,0,1999
58,Rick St. Croix,30,TOR,12,,2,9,0,56,319,263,0.824,5.35,0,0.5,628,,,,,,0,0,0,0,1984
19,Rick Heinz,26,TOT,12,,4,6,0,44,282,238,0.844,4.32,1,1.4,611,,,,,,0,0,0,0,1981
66,Mike Veisor,31,TOT,12,,5,4,2,46,286,240,0.839,4.19,0,0.8,659,,,,,,0,0,0,0,1983
2,Don Beaupre,27,TOT,12,,5,5,0,31,295,264,0.895,2.92,1,1.9,638,,,,,,0,0,0,6,1988
12,Ed Dyck,21,VAN,12,,1,6,2,35,300,265,0.883,3.67,0,1,572,,,,,,0,0,0,0,1971
13,Ed Dyck,23,VAN,12,,2,5,2,45,291,246,0.845,4.64,0,0.3,582,,,,,,0,0,0,0,1973
14,Ken Ellacott,23,VAN,12,,2,3,4,41,309,268,0.867,4.47,0,1.1,551,,,,,,0,0,0,0,1982
37,Bob Mason,23,WSH,12,,8,2,1,31,291,260,0.893,2.82,1,2,660,,,,,,0,1,1,0,1984
